App,Category,Installs_category,Rating,Mean_App_Sentiment,Reviews,Size_in_MB,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
Kids Corner: Interactive Tales and Games for kids,FAMILY,High,,,6404,46.0,Free,0.0,Everyone,Educational;Brain Games,2018-07-16,4.1 and up
Kids Craft Ideas,PARENTING,Moderate,,,99,6.6,Free,0.0,Everyone,Parenting,2018-03-29,4.1 and up
Kids Doctor ER Emergency Rescue Kids Hospital Game,FAMILY,More than moderate,,,515,85.0,Free,0.0,Everyone,Simulation,2018-07-20,4.1 and up
Kids Educational :All in One,FAMILY,High,,,1455,8.9,Free,0.0,Everyone,Education;Education,2018-02-01,2.3 and up
Kids Educational Game 3 Free,FAMILY,Very High,,,24936,38.0,Free,0.0,Everyone,Educational;Education,2018-05-16,4.1 and up
"Kids Fang - Infant Videos, Children's Songs, Fairy Tales, Lullaby Collections",PARENTING,More than moderate,,,349,4.4,Free,0.0,Everyone,Parenting,2018-03-21,4.4 and up
Kids Mode,EDUCATION,High,,,2469,11.0,Free,0.0,Everyone,Education,2018-03-23,Varies with device
Kids Paint Free - Drawing Fun,ART_AND_DESIGN,Moderate,,,121,3.1,Free,0.0,Everyone,Art & Design;Creativity,2018-07-03,4.0.3 and up
Kids Photo Frames,PHOTOGRAPHY,High,,,15700,10.0,Free,0.0,Everyone,Photography,2018-07-07,4.0.3 and up
Kids Videos,PARENTING,More than moderate,,,559,6.4,Free,0.0,Everyone,Parenting,2018-05-20,4.1 and up
Kill Shot Bravo: Sniper FPS,GAME,Very High,,,579519,99.0,Free,0.0,Mature 17+,Action,2018-07-18,4.1 and up
Kim Bu Youtuber?,FAMILY,Low,,,11,9.2,Free,0.0,Everyone,Puzzle,2017-09-09,4.0 and up
Kimbrough AH,MEDICAL,Low,,,5,28.0,Free,0.0,Everyone,Medical,2017-09-21,4.0.3 and up
KineMaster – Pro Video Editor,VIDEO_PLAYERS,Top Notch,,,1013867,32.0,Free,0.0,Everyone,Video Players & Editors,2018-08-03,4.1 and up
King Burger Dash,FAMILY,More than moderate,,,445,12.0,Free,0.0,Everyone,Casual,2015-03-22,2.2 and up
King of Avalon: Dragon Warfare,FAMILY,Very High,,,306652,64.0,Free,0.0,Everyone 10+,Strategy,2018-07-31,4.0.3 and up
King of B.S.,FAMILY,Low,,,4,0.82,Free,0.0,Everyone,Education,2014-06-09,4.0.3 and up
King of Math,FAMILY,Moderate,,,766,14.0,Paid,2.99,Everyone,Education;Education,2018-05-22,2.2 and up
Kingdom in Chaos,FAMILY,More than moderate,,,5623,28.0,Free,0.0,Everyone 10+,Role Playing,2015-12-21,2.3 and up
Kingdoms at War: Hardcore PVP,FAMILY,High,,,34898,92.0,Free,0.0,Teen,Strategy,2018-06-28,4.0.3 and up
Kinot & Eichah for Tisha B'Av,BOOKS_AND_REFERENCE,Moderate,,,98,6.3,Free,0.0,Everyone,Books & Reference,2014-08-04,2.2 and up
Kinot Tisha'a Be'av - Ashkenaz,LIFESTYLE,Moderate,,,82,8.7,Free,0.0,Everyone,Lifestyle,2015-07-26,2.3.3 and up
Kiosko BS,NEWS_AND_MAGAZINES,Low,,,55,22.0,Free,0.0,Everyone,News & Magazines,2017-05-12,4.0 and up
Kiosque CD,TRAVEL_AND_LOCAL,Very low,,,0,22.0,Free,0.0,Everyone,Travel & Local,2018-06-18,4.3 and up
Kiss Me! Lip Kissing Test,FAMILY,More than moderate,,,191,5.0,Free,0.0,Everyone,Entertainment,2018-05-18,4.1 and up
Kitchen Island Ideas,HOUSE_AND_HOME,More than moderate,,,515,5.8,Free,0.0,Everyone,House & Home,2015-05-30,3.0 and up
Klara weather,WEATHER,High,,,36900,4.8,Free,0.0,Everyone,Weather,2018-07-28,4.0 and up
Klart.se - Sweden's best weather,WEATHER,High,,,7623,19.0,Free,0.0,Everyone,Weather,2018-07-11,4.4 and up
Klix.ba,NEWS_AND_MAGAZINES,More than moderate,,,3647,5.7,Free,0.0,Everyone,News & Magazines,2017-02-25,4.0 and up
Knife Hit,GAME,Very High,,,462614,60.0,Free,0.0,Everyone,Arcade,2018-05-22,4.0.3 and up
Knife&Axe Throwing,GAME,More than moderate,,,440,9.1,Free,0.0,Everyone,Arcade,2012-11-26,2.1 and up
Knightfall™ AR,FAMILY,Moderate,,,254,25.0,Free,0.0,Teen,Strategy,2018-03-17,7.0 and up
Knights N Squires,FAMILY,High,,,148826,49.0,Free,0.0,Teen,Role Playing,2018-06-19,4.0.3 and up
Koch Morse Trainer Pro,COMMUNICATION,Low,,,94,1.1,Paid,2.49,Everyone,Communication,2015-02-14,2.2 and up
"Kohl's: Scan, Shop, Pay & Save",SHOPPING,Very High,,,79261,57.0,Free,0.0,Everyone,Shopping,2018-08-03,4.4 and up
Koi Free Live Wallpaper,PERSONALIZATION,Top Notch,,,290241,4.1,Free,0.0,Everyone,Personalization,2014-06-24,2.1 and up
Koi Live Wallpaper,PERSONALIZATION,More than moderate,,,14026,12.0,Paid,0.99,Everyone,Personalization,2014-06-24,2.2 and up
"Kolkata News:Anandbazar Patrika,ei samay&AllRating",NEWS_AND_MAGAZINES,Low,,,10,5.0,Free,0.0,Everyone,News & Magazines,2018-07-14,4.0.3 and up
Konferencija.eu,BUSINESS,Very low,,,3,1.6,Free,0.0,Everyone,Business,2017-03-21,4.0 and up
Koran Read &MP3 30 Juz Offline,BOOKS_AND_REFERENCE,High,,,29551,67.0,Free,0.0,Everyone,Books & Reference,2018-04-06,4.0.3 and up
Korean Dungeon: K-Word 1000,GAME,Moderate,,,703,40.0,Free,0.0,Everyone 10+,Word,2017-11-17,4.1 and up
Korean English Translator,FAMILY,More than moderate,,,634,1.8,Free,0.0,Everyone,Education,2017-09-05,2.3 and up
Kovax Europe B.V.,BUSINESS,Low,,,17,96.0,Free,0.0,Everyone,Business,2017-09-10,4.0.3 and up
Kpop Music Quiz (K-pop Game),FAMILY,More than moderate,,,6418,59.0,Free,0.0,Everyone,Casual,2017-05-08,4.1 and up
Krazy Coupon Lady,SHOPPING,High,,,10318,32.0,Free,0.0,Everyone,Shopping,2018-06-19,4.4 and up
Kristian Hla Bu,BOOKS_AND_REFERENCE,Moderate,,,238,27.0,Free,0.0,Everyone,Books & Reference,2018-05-25,4.0 and up
Kroger,SHOPPING,Very High,,,38961,27.0,Free,0.0,Everyone,Shopping,2018-08-02,5.0 and up
Kromium BW Theme for NEXT,PERSONALIZATION,More than moderate,,,1098,18.0,Free,0.0,Everyone,Personalization,2014-10-11,3.0 and up
Krypton by krypt.co,PRODUCTIVITY,Low,,,38,13.0,Free,0.0,Everyone,Productivity,2018-07-17,6.0 and up
KudaGo - things to do in NY,EVENTS,More than moderate,,,4298,4.4,Free,0.0,Everyone,Events,2017-04-27,4.0 and up
Kurio - Read the Latest News,NEWS_AND_MAGAZINES,High,,,40167,8.7,Free,0.0,Everyone,News & Magazines,2018-07-30,4.4 and up
Kymco AK 550,AUTO_AND_VEHICLES,Low,,,47,58.0,Free,0.0,Everyone,Auto & Vehicles,2016-11-11,2.3 and up
L!FE Premium Training,HEALTH_AND_FITNESS,Low,,,2,10.0,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.1 and up
L.A. Crime Stories 2 Mad City Crime,GAME,More than moderate,,,3946,42.0,Free,0.0,Teen,Racing,2017-03-30,2.3 and up
L.A. Crime Stories Mad City Crime,GAME,High,,,30008,99.0,Free,0.0,Mature 17+,Racing,2017-03-30,2.3 and up
"L.POINT - 엘포인트 [ 포인트, 멤버십, 적립, 사용, 모바일 카드, 쿠폰, 롯데]",LIFESTYLE,Very High,,,45224,49.0,Free,0.0,Everyone,Lifestyle,2018-08-01,4.1 and up
LA Stories 4 New Order Sandbox 2018,GAME,High,,,17453,99.0,Free,0.0,Mature 17+,Racing,2018-06-01,2.3 and up
LA Times: Your California News,NEWS_AND_MAGAZINES,More than moderate,,,3311,10.0,Free,0.0,Everyone,News & Magazines,2018-04-24,4.2 and up
"LALALAB prints your photos, photobooks and magnets",PHOTOGRAPHY,High,,,50424,82.0,Free,0.0,Everyone,Photography,2018-08-02,4.1 and up
LBB - Find New & Unique Things To Do Around You,EVENTS,More than moderate,,,3874,14.0,Free,0.0,Everyone,Events,2018-07-27,4.2 and up
LC-DB,PHOTOGRAPHY,Very low,,,1,2.5,Paid,3.49,Everyone,Photography,2017-10-20,4.2 and up
LC-DB-LITE,PHOTOGRAPHY,Low,,,0,2.3,Free,0.0,Everyone,Photography,2017-10-20,4.2 and up
LEADS FA,FINANCE,Low,,,31,14.0,Free,0.0,Everyone,Finance,2017-10-17,4.1 and up
LED Flashlight,TOOLS,Very High,,,207706,4.3,Free,0.0,Everyone,Tools,2017-07-10,3.0 and up
LEDSHOWTW,TOOLS,Low,,,5,31.0,Free,0.0,Everyone,Tools,2018-04-23,4.0.3 and up
LEGO Batman: DC Super Heroes,FAMILY,More than moderate,,,2557,5.8,Paid,4.99,Everyone 10+,Adventure;Action & Adventure,2016-05-09,4.0.3 and up
LEGO ® Batman: Beyond Gotham,FAMILY,More than moderate,,,10758,8.0,Paid,4.99,Everyone 10+,Adventure;Action & Adventure,2015-12-15,4.0.3 and up
LEGO® DC Mighty Micros,FAMILY,Very High,,,139545,63.0,Free,0.0,Everyone,Racing;Action & Adventure,2018-01-30,4.1 and up
LEGO® Friends,FAMILY,Moderate,,,854,6.9,Paid,4.99,Everyone,Casual;Pretend Play,2015-12-01,4.0.3 and up
LEGO® Friends: Heartlake Rush,FAMILY,High,,,23671,91.0,Free,0.0,Everyone,Arcade;Pretend Play,2018-07-31,4.1 and up
LEGO® Juniors Create & Cruise,FAMILY,Top Notch,,,673203,73.0,Free,0.0,Everyone,Educational;Action & Adventure,2018-01-19,4.1 and up
LEGO® TV,FAMILY,High,,,17250,7.2,Free,0.0,Everyone 10+,Entertainment;Music & Video,2018-08-04,5.0 and up
LG AC Smart Diagnosis,LIFESTYLE,More than moderate,,,377,6.1,Free,0.0,Everyone,Lifestyle,2017-03-21,4.0 and up
LG AV REMOTE,TOOLS,High,,,2420,1.8,Free,0.0,Everyone,Tools,2016-06-03,2.3.3 and up
LG BT Reader Plus,TOOLS,High,,,2992,0.57,Free,0.0,Everyone,Tools,2016-02-25,4.1 and up
LG Health,HEALTH_AND_FITNESS,Very High,,,20098,25.0,Free,0.0,Everyone,Health & Fitness,2018-05-14,4.4 and up
LG Hi-Fi Plus Manager,TOOLS,Moderate,,,154,3.4,Free,0.0,Everyone,Tools,2016-09-06,6.0 and up
LH Housing Promotion Notice,HOUSE_AND_HOME,More than moderate,,,160,3.1,Free,0.0,Everyone,House & Home,2017-09-19,4.0 and up
LIFULL HOME'S,HOUSE_AND_HOME,High,,,7573,18.0,Free,0.0,Everyone,House & Home,2018-07-25,4.2 and up
LIKE – Magic Video Maker & Community,VIDEO_PLAYERS,Top Notch,,,921868,47.0,Free,0.0,Teen,Video Players & Editors,2018-08-04,4.0 and up
LINE I Love Coffee,FAMILY,Very High,,,250257,50.0,Free,0.0,Everyone,Simulation,2016-11-16,2.3.3 and up
LINE Launcher,PERSONALIZATION,Very High,,,733838,21.0,Free,0.0,Everyone,Personalization,2018-06-29,4.0.3 and up
LIVE VIDEO TALK,DATING,Moderate,,,478,4.5,Free,0.0,Mature 17+,Dating,2018-06-28,4.0.3 and up
LOBSTR - go on a lunch date,DATING,Moderate,,,101,15.0,Free,0.0,Mature 17+,Dating,2018-07-24,4.1 and up
LOL Pics (Funny Pictures),ENTERTAINMENT,High,,,67554,7.7,Free,0.0,Teen,Entertainment,2015-09-15,2.3.3 and up
LOVOO,SOCIAL,Very High,,,852455,68.0,Free,0.0,Mature 17+,Social,2018-08-03,4.2 and up
LTC AS Legal,MEDICAL,Low,,,6,1.3,Paid,39.99,Everyone,Medical,2018-04-04,4.1 and up
La Fe de Jesús,BOOKS_AND_REFERENCE,Low,,,10,2.9,Free,0.0,Everyone,Books & Reference,2017-08-23,4.0.3 and up
La La-Shop Designer Brands Street,SHOPPING,High,,,5123,14.0,Free,0.0,Everyone,Shopping,2018-07-28,5.0 and up
La Liga - Spanish Soccer League Official,SPORTS,Very High,,,180938,29.0,Free,0.0,Everyone,Sports,2018-07-24,4.0.3 and up
La Poupée du Voyant,FAMILY,More than moderate,,,265,8.2,Free,0.0,Everyone,Entertainment,2017-01-06,4.1 and up
La citadelle du musulman,BOOKS_AND_REFERENCE,More than moderate,,,314,9.8,Free,0.0,Everyone,Books & Reference,2016-03-17,2.3.3 and up
Lab Values + Medical Reference,MEDICAL,Moderate,,,133,2.8,Paid,2.99,Everyone,Medical,2014-08-02,2.3 and up
LabCorp | Patient,MEDICAL,Moderate,,,27,28.0,Free,0.0,Everyone,Medical,2018-04-19,4.1 and up
Labs on Demand,MEDICAL,Very low,,,1,22.0,Free,0.0,Everyone,Medical,2018-08-03,4.2 and up
LactMed,MEDICAL,More than moderate,,,573,2.0,Free,0.0,Everyone,Medical,2017-06-01,3.0 and up
Ladies' Ab Workout FREE,HEALTH_AND_FITNESS,High,,,12906,8.5,Free,0.0,Everyone,Health & Fitness,2012-10-08,2.1 and up
"Lady adviser (beauty, health)",BEAUTY,Moderate,,,30,9.9,Free,0.0,Mature 17+,Beauty,2018-01-24,3.0 and up
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,More than moderate,,,4895,35.0,Free,0.0,Everyone,Comics,2018-08-02,4.4 and up
Lake Michigan CU Mobile,FINANCE,More than moderate,,,732,5.5,Free,0.0,Everyone,Finance,2018-04-02,4.0 and up
Lakeside AG Moultrie,LIFESTYLE,Low,,,3,8.6,Free,0.0,Everyone,Lifestyle,2017-05-23,4.1 and up
Lamp detector,LIBRARIES_AND_DEMO,Low,,,5,1.8,Free,0.0,Everyone,Libraries & Demo,2018-04-23,2.3.3 and up
Language Therapy: Aphasia,MEDICAL,Low,,,10,28.0,Paid,74.99,Everyone,Medical,2018-06-25,4.0.3 and up
Lanterns: The Harvest Festival,FAMILY,Low,,,185,72.0,Paid,4.99,Everyone,Board;Brain Games,2018-05-01,4.1 and up
Lapse It • Time Lapse • Pro,PHOTOGRAPHY,More than moderate,,,12865,6.9,Paid,2.99,Everyone,Photography,2014-11-06,2.2 and up
Lark - 24/7 Health Coach,HEALTH_AND_FITNESS,More than moderate,,,3405,51.0,Free,0.0,Everyone,Health & Fitness,2018-07-25,4.4 and up
Larry H Miller Automotive,PRODUCTIVITY,Moderate,,,67,8.3,Free,0.0,Everyone,Productivity,2018-07-18,4.0.3 and up
Las Vegas Lights FC,SPORTS,Low,,,10,14.0,Free,0.0,Everyone,Sports,2018-03-09,4.0.3 and up
Last Day on Earth: Survival,GAME,Very High,,,2311785,87.0,Free,0.0,Teen,Action,2018-08-01,4.1 and up
Last Empire - War Z: Strategy,FAMILY,Top Notch,,,853495,78.0,Free,0.0,Teen,Strategy,2018-08-02,4.0.3 and up
Last Shelter: Survival,GAME,Very High,,,93033,98.0,Free,0.0,Teen,Strategy,2018-08-04,4.0.3 and up
LateRooms: Find Hotel Deals,TRAVEL_AND_LOCAL,High,,,2419,13.0,Free,0.0,Everyone,Travel & Local,2018-05-29,4.1 and up
Latest 2018 Home Designs,HOUSE_AND_HOME,Moderate,,,174,8.7,Free,0.0,Everyone,House & Home,2018-07-26,2.3 and up
Latest Barcelona News 24h,NEWS_AND_MAGAZINES,Moderate,,,104,3.0,Free,0.0,Everyone,News & Magazines,2018-01-06,4.0 and up
Latest DP and Status Pro 2018,FAMILY,Low,,,19,5.7,Free,0.0,Everyone,Entertainment,2018-01-05,4.0.3 and up
Latest Emmanuella Comedy Video,PARENTING,Moderate,,,60,4.9,Free,0.0,Everyone,Parenting,2018-04-01,4.0.3 and up
Latin Dating,DATING,Very low,,,0,13.0,Free,0.0,Mature 17+,Dating,2018-07-09,4.1 and up
Laugh Out Loud by Kevin Hart,ENTERTAINMENT,More than moderate,,,1856,20.0,Free,0.0,Teen,Entertainment,2018-08-01,6.0 and up
Launcher,PERSONALIZATION,High,,,102923,18.0,Free,0.0,Everyone,Personalization,2018-07-10,5.0 and up
Launcher Oreo 8.1,PERSONALIZATION,High,,,13466,3.4,Free,0.0,Everyone,Personalization,2018-06-19,5.0 and up
Launcher Theme for LG K10 2018,PERSONALIZATION,More than moderate,,,649,11.0,Free,0.0,Everyone,Personalization,2017-03-30,2.3.3 and up
Lavender Emoji Keyboard Theme,PERSONALIZATION,High,,,12008,6.1,Free,0.0,Everyone,Personalization,2016-05-27,4.0 and up
Law of Creation: A Playable Manga,GAME,High,,,13118,47.0,Free,0.0,Teen,Adventure,2018-06-25,4.0.3 and up
Lazionews.eu,NEWS_AND_MAGAZINES,Low,,,25,18.0,Free,0.0,Everyone,News & Magazines,2018-05-18,4.0 and up
Le Fe de Jesus,BOOKS_AND_REFERENCE,Low,,,3,4.1,Free,0.0,Everyone,Books & Reference,2015-12-17,2.3.3 and up
Lead'er,FINANCE,Moderate,,,54,5.8,Free,0.0,Everyone,Finance,2018-03-20,4.0 and up
League of Gamers - Be an E-Sports Legend!,SPORTS,Very High,,,68072,40.0,Free,0.0,Everyone,Sports,2018-07-26,4.1 and up
League of Stickman 2018- Ninja Arena PVP(Dreamsky),GAME,High,,,32496,99.0,Paid,0.99,Teen,Action,2018-07-03,2.3 and up
League18,SPORTS,High,,,14123,13.0,Free,0.0,Everyone,Sports,2018-08-01,4.0 and up
Lean EQ,BUSINESS,Very low,,,6,10.0,Paid,89.99,Everyone,Business,2017-02-14,4.1 and up
Learn 50 languages,EDUCATION,Very High,,,55256,14.0,Free,0.0,Everyone,Education,2018-06-19,4.0 and up
Learn Artificial Intelligence,FAMILY,Moderate,,,27,4.2,Free,0.0,Everyone,Education,2018-07-14,4.1 and up
Learn Basic C - For Beginners,FAMILY,Moderate,,,27,0.75,Free,0.0,Everyone,Education,2016-01-20,3.0 and up
Learn Body Parts in English,FAMILY,High,,,7243,42.0,Free,0.0,Everyone,Education,2016-12-06,2.3 and up
Learn C Programming (Examples) (OFFLINE),FAMILY,Moderate,,,43,3.7,Free,0.0,Everyone,Education,2017-12-16,4.1 and up
Learn C [NEW],FAMILY,More than moderate,,,349,11.0,Free,0.0,Everyone,Education,2018-03-16,4.0 and up
Learn C# - .Net - C Sharp Programming Tutorial App,FAMILY,More than moderate,,,1320,8.6,Free,0.0,Everyone,Education,2018-06-03,4.1 and up
Learn C++,EDUCATION,High,,,73404,5.3,Free,0.0,Everyone,Education,2017-12-25,4.0 and up
Learn CT Scan Of Head,BOOKS_AND_REFERENCE,Moderate,,,10,5.7,Free,0.0,Everyone,Books & Reference,2018-07-22,4.1 and up
Learn CW,FAMILY,Very low,,,0,21.0,Paid,2.49,Everyone,Education,2018-04-06,4.3 and up
Learn DS [BETA],FAMILY,Low,,,9,5.0,Free,0.0,Everyone,Education,2017-02-12,4.0 and up
Learn English Daily,FAMILY,High,,,7881,53.0,Free,0.0,Everyone,Education,2018-05-06,4.0 and up
"Learn English Vocabulary - 6,000 Words",FAMILY,Very High,,,205914,54.0,Free,0.0,Everyone,Education,2018-08-03,4.1 and up
Learn English Words Free,EDUCATION,Very High,,,172640,14.0,Free,0.0,Everyone,Education,2018-05-02,4.1 and up
Learn English for beginners,EDUCATION,High,,,1929,2.5,Free,0.0,Everyone,Education,2017-09-28,2.3 and up
Learn English from Persian: Persian to English,EDUCATION,More than moderate,,,423,21.0,Free,0.0,Everyone,Education,2018-04-03,4.0.3 and up
Learn English with Aco,EDUCATION,High,,,75112,6.5,Free,0.0,Everyone,Education,2017-11-11,4.1 and up
Learn English with El Chavo.,FAMILY,More than moderate,,,6133,7.0,Free,0.0,Everyone,Education,2015-10-01,2.3.3 and up
Learn English with Wlingua,EDUCATION,Very High,,,314300,3.3,Free,0.0,Everyone,Education,2018-05-02,4.0 and up
Learn German: Die Bienenretter,FAMILY,Moderate,,,25,79.0,Free,0.0,Everyone,Educational;Education,2017-07-26,2.3 and up
Learn HTML,EDUCATION,High,,,61749,5.4,Free,0.0,Everyone,Education,2017-12-25,4.0 and up
"Learn Japanese, Korean, Chinese Offline & Free",EDUCATION,High,,,133136,26.0,Free,0.0,Everyone,Education;Education,2018-07-20,4.2 and up
Learn Java,EDUCATION,High,,,52743,5.4,Free,0.0,Everyone,Education,2017-12-25,4.0 and up
Learn JavaScript,EDUCATION,High,,,25183,5.4,Free,0.0,Everyone,Education,2017-12-25,4.0 and up
Learn Math with el Chavo,FAMILY,More than moderate,,,840,60.0,Free,0.0,Everyone,Education,2018-06-28,4.1 and up
Learn Morse Code - G0HYN Learn Morse,COMMUNICATION,Moderate,,,27,0.59,Free,0.0,Everyone,Communication,2018-05-08,2.2 and up
Learn Music Notes,FAMILY,Low,,,143,4.4,Paid,1.99,Everyone,Music;Music & Video,2018-06-17,2.2 and up
Learn Quran with Elif Ba,FAMILY,Low,,,3,12.0,Paid,1.49,Everyone,Education,2017-03-03,2.3 and up
Learn R - Programming Concepts,FAMILY,Low,,,6,2.9,Free,0.0,Everyone,Education,2017-04-25,4.0.3 and up
Learn R Language Easy Way,FAMILY,Moderate,,,17,2.2,Free,0.0,Everyone,Education,2017-09-24,4.0.3 and up
Learn R Programming,BOOKS_AND_REFERENCE,Very low,,,0,29.0,Free,0.0,Everyone,Books & Reference,2018-04-28,4.1 and up
Learn R Programming Free EBook,FAMILY,Low,,,1,5.7,Free,0.0,Everyone,Education,2018-03-23,4.0 and up
Learn R Programming Full,BOOKS_AND_REFERENCE,Moderate,,,11,9.2,Free,0.0,Everyone,Books & Reference,2018-01-30,5.0 and up
Learn SAP BW,BOOKS_AND_REFERENCE,Low,,,2,20.0,Free,0.0,Everyone,Books & Reference,2018-02-13,4.0 and up
Learn SAP BW on HANA,BOOKS_AND_REFERENCE,Low,,,0,13.0,Free,0.0,Everyone,Books & Reference,2018-02-13,4.0 and up
Learn SQL,EDUCATION,High,,,19277,5.3,Free,0.0,Everyone,Education,2017-12-25,4.0 and up
Learn Spanish - Español,EDUCATION,High,,,32346,3.2,Free,0.0,Everyone,Education,2017-12-18,4.0 and up
Learn To Draw Glow Flower,FAMILY,High,,,7320,10.0,Free,0.0,Everyone,Entertainment;Education,2017-07-07,4.0.3 and up
Learn To Draw Glow Princess,FAMILY,High,,,3323,9.6,Free,0.0,Everyone,Casual;Pretend Play,2017-07-14,4.0.3 and up
Learn Top 300 English Words,FAMILY,High,,,61600,3.4,Free,0.0,Everyone,Education,2018-02-24,2.3 and up
Learn alif ba ta,FAMILY,Moderate,,,23,35.0,Free,0.0,Everyone,Educational;Education,2017-11-28,2.3 and up
Learn the letters and words,PARENTING,Moderate,,,31,85.0,Free,0.0,Everyone,Parenting;Education,2018-06-15,4.0.3 and up
Learn to Speak English,EDUCATION,High,,,33646,7.0,Free,0.0,Everyone,Education,2018-07-15,4.0 and up
Learn to code with el Chavo,FAMILY,High,,,5933,60.0,Free,0.0,Everyone,Educational,2018-03-27,4.1 and up
Learners Test Free: AU Driver Knowledge Test (DKT),FAMILY,More than moderate,,,623,8.5,Free,0.0,Everyone,Education,2018-03-26,4.1 and up
Learning English for children,PARENTING,More than moderate,,,67,15.0,Free,0.0,Everyone,Parenting;Education,2018-04-18,2.3 and up
Left vs Right: Brain Training,FAMILY,Very High,,,75719,30.0,Free,0.0,Everyone,Educational,2017-11-24,4.0.3 and up
Leghe Fantagazzetta,SPORTS,High,,,79464,27.0,Free,0.0,Everyone,Sports,2018-08-06,4.4 and up
Legion of Heroes,FAMILY,High,,,143087,69.0,Free,0.0,Everyone 10+,Role Playing,2018-07-12,4.0 and up
Legit Check App by Ch Daniel,LIFESTYLE,Low,,,66,8.1,Free,0.0,Everyone,Lifestyle,2018-07-18,4.1 and up
Lego Ninjago Wallpaper,MEDICAL,Low,,,2,15.0,Free,0.0,Everyone,Medical,2018-08-02,3.0 and up
Leica CL,PHOTOGRAPHY,Low,,,8,2.4,Free,0.0,Everyone,Photography,2017-11-21,4.1 and up
Leica Q,PHOTOGRAPHY,Moderate,,,133,2.3,Free,0.0,Everyone,Photography,2018-05-08,4.0 and up
"Length Converter: convert mm,cm,m, feet,yard,mile",TOOLS,More than moderate,,,76,2.2,Free,0.0,Everyone,Tools,2018-04-05,4.0.3 and up
Lennox iComfort Wi-Fi,LIFESTYLE,More than moderate,,,552,7.6,Free,0.0,Everyone,Lifestyle,2017-03-22,2.3.3 and up
Leo and Tig,FAMILY,High,,,47644,27.0,Free,0.0,Everyone,Adventure;Action & Adventure,2018-05-31,4.0.3 and up
Lep's World 2 🍀🍀,GAME,Top Notch,,,798522,57.0,Free,0.0,Everyone 10+,Arcade,2018-06-07,4.1 and up
Lep's World 3 🍀🍀🍀,GAME,Top Notch,,,771001,52.0,Free,0.0,Everyone 10+,Action,2018-06-11,4.1 and up
Lerni. Learn languages.,EDUCATION,High,,,3847,6.9,Free,0.0,Everyone,Education,2017-10-25,3.0 and up
Lesbian Chat & Dating - SPICY,SOCIAL,High,,,63765,11.0,Free,0.0,Mature 17+,Social,2018-07-31,4.1 and up
Let us C - Example Programs,FAMILY,Moderate,,,36,1.1,Free,0.0,Everyone,Education,2017-08-30,3.0 and up
Let's Learn Alif Ba Ta,FAMILY,Moderate,,,32,60.0,Free,0.0,Everyone,Education,2017-11-29,4.0.3 and up
Let's Poke The Egg,GAME,High,,,9051,23.0,Free,0.0,Everyone,Arcade,2017-02-04,2.3 and up
Lettre de motivation et CV,FAMILY,More than moderate,,,979,9.9,Free,0.0,Everyone,Education,2018-07-30,4.0 and up
Lettre et demande d'emploi,FAMILY,More than moderate,,,302,9.9,Free,0.0,Everyone,Education,2018-01-02,4.0 and up
Lexus Tech BH Service Pro,LIFESTYLE,Very low,,,0,0.88,Free,0.0,Teen,Lifestyle,2016-07-26,3.0 and up
Lezhin Comics - Daily Releases,COMICS,High,,,28447,15.0,Free,0.0,Teen,Comics,2018-07-31,Varies with device
Libre Scan (Diabetes:M addon),MEDICAL,Moderate,,,102,1.2,Free,0.0,Everyone,Medical,2017-07-09,4.4 and up
Lie Detector,FAMILY,More than moderate,,,306,2.9,Free,0.0,Everyone,Simulation,2017-04-04,4.0.3 and up
Lie Detector Prank,FAMILY,Very High,,,80313,3.7,Free,0.0,Everyone,Casual,2017-11-22,2.3 and up
Lie Detector Test Prank,FAMILY,Very High,,,222308,6.9,Free,0.0,Everyone,Entertainment,2018-07-31,4.4 and up
Life market,SHOPPING,High,,,30834,13.0,Free,0.0,Everyone,Shopping,2018-07-17,4.0.3 and up
LifePoint Church - FL,LIFESTYLE,Low,,,1,7.6,Free,0.0,Everyone,Lifestyle,2015-12-09,4.0.3 and up
Lifeguard Beach Rescue ER Emergency Hospital Games,FAMILY,More than moderate,,,519,76.0,Free,0.0,Everyone,Simulation,2018-08-07,4.1 and up
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,High,,,35931,19.0,Free,0.0,Teen,Entertainment,2018-07-16,4.4 and up
Light Meter - EV,PHOTOGRAPHY,Low,,,26,8.5,Free,0.0,Everyone,Photography,2018-08-02,4.4 and up
Light X - Icon Pack,PERSONALIZATION,Moderate,,,252,24.0,Paid,0.99,Everyone,Personalization,2018-06-13,4.1 and up
LightInTheBox Online Shopping,SHOPPING,Very High,,,41986,26.0,Free,0.0,Teen,Shopping,2018-08-06,4.1 and up
